fid,Organizati,Address,City,State,Postcode,Main Phone,Discipline,Council Di,Community,Borough,Latitude,Longitude,Census Tra,BIN,BBL,NTA
"323","Dance 2000: The Felice Lesser Dance Theater Foundation, Inc.","484 West 43rd Street,  #9T",New York,NY,"10036",(212) 594-3388,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.76009,-73.994502,"121","1083746",1010520001,Clinton
"324","Dance Continuum, Inc.",545 W 111th St,New York,NY,"10025",(212) 219-0005,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.804624,-73.96571,"199","1075433",1018837501,Morningside Heights
"325","Dance Entropy, Inc.",37-24 24th Street,Long Island City,NY,"11101",(718) 956-3037,Dance,Queens Council District #26,Queens Community Board #2,Queens,40.757018,-73.935833,"33","4439111",4003660001,Queensbridge-Ravenswood-Long Island City
"326","Dance Films Association, Inc.",75 Broad Street,New York,NY,"10004",(212) 727-0764,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.704541,-74.011552,"9","1000849",1000290070,Battery Park City-Lower Manhattan
"327","Dance Giant Steps, Inc.","93 Montague Street, Ste. 303",Brooklyn,NY,"11201",(713) 666-6395,Dance,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.695133,-73.995503,"501","3255619",3002427501,Brooklyn Heights-Cobble Hill
"328",Dance New Amsterdam,"280 Broadway, 2nd floor",New York,NY,"10007",(212) 625-8369 x201,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.714417,-74.006089,"31","1079215",1001530001,SoHo-TriBeCa-Civic Center-Little Italy
"329","Dance Notation Bureau, Inc.",111 John Street,New York,NY,"10038",(212) 571-7011,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.707671,-74.005764,"1502","1001167",1000750030,Battery Park City-Lower Manhattan
"330","Dance Parade, Inc.","455 FDR Drive, Suite B104",New York,NY,"10002",(262) 880-1270,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.712914,-73.977769,"202","1083400",1002630008,Lower East Side
"331","Dance Ring, Inc.",131 East 10 Street,New York,NY,"10003",(212) 679-0401,Dance,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.730471,-73.988432,"40","1006818",1004660026,East Village
"332","Dance Service New York City, Inc.",218 East 18th Street,New York,NY,"10003",(212) 366-6900 x201,Dance,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.735518,-73.98474,"48","1019574",1008980046,Gramercy
"333","Dance to Unite, Inc.",222 West 14th Street,New York City,NY,"10011",(917) 744-1080,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.738915,-74.000559,"77","1067572",1006187501,West Village
"334",DanceBreak Foundation,"350 West 42nd Street, Apt 39D",New York,NY,"10036",(212) 315-1516,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.757834,-73.99124,"115","1087264",1010327501,Clinton
"335","DanceWorks, Inc.",75 Broad Street,New York,NY,"10004",(212) 278-8111 x301,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.704541,-74.011552,"9","1000849",1000290070,Battery Park City-Lower Manhattan
"336",Dances For A Variable Population,560 Riverside Dr. Apt 9K,New York,NY,"10027",(347) 683-2691,Dance,Manhattan Council District #9,Manhattan Community Board #9,Manhattan,40.817051,-73.960772,"211","1059891",1019950063,Morningside Heights
"337","Dancing Classrooms, Inc.","1350 Avenue of the Americas, 2nd Floor",New York,NY,"10019",(212) 244-9442,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.762731,-73.978341,"104","1034815",1012700071,Midtown-Midtown South
"338",Daniel's Music Foundation,1641 Third Avenue,New York,NY,"10128",(212) 289-8912,Music,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,40.782491,-73.951292,"154",,,Yorkville
"339","Danisar Productions, Inc.","1 Union Square South, Ste. 17M",New York,NY,"10003",(212) 842-2643,"Multi-Discipline, Performing",Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.733979,-73.989897,"61","1087083",1005659021,West Village
"340","Dansology, Inc.",515 East 6th Street,New York,NY,"10009",(212) 375-0186,Dance,Manhattan Council District #7,Manhattan Community Board #2,Manhattan,40.725234,-73.983372,"32","1005112",1004020057,East Village
"341",Dare2Draw,23 West 73rd Street,New York,NY,"10023",(917) 864-6242,Visual Arts,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.777182,-73.976108,"157","1028661",1011260014,Lincoln Square
"342",Death By Audio,49 South 2nd St,Brooklyn,NY,"11221",(518) 321-4651,Music,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.71452,-73.965955,"551","3062892",3024030041,North Side-South Side
"343","Deep Dish T.V., Inc.",339 Lafayette Street,New York,NY,"10012",(212) 473-8933,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.726036,-73.994559,"5502","1008452",1005290065,West Village
"344","Design Trust for Public Space, Inc.",40 Worth Street,New York,NY,"10013",(212) 695-2432 x10,Architecture/Design,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.717363,-74.006897,"33","1001622",1001480015,SoHo-TriBeCa-Civic Center-Little Italy
"345",Developing Artists Theater Company,12 5th Avenue,New York,NY,"10011",(917) 512-7976,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.732484,-73.996193,"63","1009431",1005720043,West Village
"346","Dharma Road Productions, Inc.","123 4th Ave, 2nd FL",New York,NY,"10003",(212) 677-8621,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.733114,-73.989944,"42","1009008",1005580005,East Village
"347",Dia Center for the Arts,"535 West 22nd Street, 4th Floor",New York,NY,"10011",(212) 293-5505,Visual Arts,Manhattan Council District #4,Manhattan Community Board #4,Manhattan,40.747495,-74.005756,"99","1012326",1006940014,Hudson Yards-Chelsea-Flatiron-Union Square
"348",Dicapo Opera Theatre Corp.,"220 East 54th Street, Ste. 11J",New York,NY,"10022",(212) 288-9438 x11,Music,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.758033,-73.968261,"98","1038567",1013270037,Turtle Bay-East Midtown
"349","Dieu Donne Paper Mill, Inc.","63 Flushing Avenue, Unit 112",Brooklyn,NY,"11205",(212) 226-0573 x304,Visual Arts,Manhattan Council District #3,Manhattan Community Board #5,Brooklyn,40.69802,-73.974986,"543","3335129",3020230001,park-cemetery-etc-Brooklyn
"350","Diller-Quaile School of Music, Inc.",24 East 95th Street,New York,NY,"10128",(212) 369-1484 x22,Music,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.786829,-73.955341,"16001","1047407",1015060060,Upper East Side-Carnegie Hill
"351",Diocese of the Armenian Church of America (Eastern),630 Second Avenue,New York,NY,"10016",(212) 686-0710,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.745082,-73.975647,"78","1081682",1009400001,Murray Hill-Kips Bay
"352","Direct Arts, Inc.","647 East 11th Street, Apt. 2",New York,NY,"10009",(917) 941-7926,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.72672,-73.977678,"28","1004914",1003940044,Lower East Side
"353",Divaria Productions Inc,63 Thompson Street Apt 4D,New York,NY,"10012",(917) 250-2087,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.724211,-74.0032,"47","1007366",1004890035,SoHo-TriBeCa-Civic Center-Little Italy
"354","Doing Art Together, Inc.","1841 Broadway,  Apt. 704",New York,NY,"10023",(212) 245-8134,Visual Arts,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.769158,-73.982429,"145","1027189",1011130018,Lincoln Square
"355","Dominican Sunday, Inc.",175 West 107th Street,New York,NY,"10025",(212) 749-0781,Folk Arts,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,40.800734,-73.964296,"193","1055983",1018620001,Morningside Heights
"356",Dorsky Gallery Curatorial Programs,11-03 45 Avenue,Long Island City,NY,"11101",(718) 937-6317,Visual Arts,Queens Council District #26,Queens Community Board #2,Queens,40.747722,-73.94943,"7","4000441",4000520020,Hunters Point-Sunnyside-West Maspeth
"357",Double Decker Productions,484 W.43rd Street,New York,NY,"10036",(646) 765-5292,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.76009,-73.994502,"121","1083746",1010520001,Clinton
"358","Dova, Inc.","260 West Broadway, Suite 4",New York,NY,"10013",(212) 279-3344,Dance,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.720404,-74.00544,"33","1002740",1002127501,SoHo-TriBeCa-Civic Center-Little Italy
"359","Downtown Art Company, Inc.",70 East 4th Street,New York,NY,"10003",(917) 587-6889,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.726563,-73.990331,"38","1077966",1004590021,East Village
"360",Downtown Community Television Center,87 Lafayette Street,New York,NY,"10013",(212) 966-4510 x245,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.717324,-74.00154,"31","1002355",1001970001,SoHo-TriBeCa-Civic Center-Little Italy
"361","Downtown Music Productions, Inc.","310 East 12th Street, Apt. 2H",New York,NY,"10003",(212) 477-1594,Music,Manhattan Council District #2,Manhattan Community Board #1,Manhattan,40.730789,-73.985391,"40","1082513",1004530011,East Village
"362",Drama Dept. Incorporated,"9 Desbrosses Street, 2nd floor",New York,NY,"10013",(212) 633-9108,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.723343,-74.008698,"39","1002856",1002227503,SoHo-TriBeCa-Civic Center-Little Italy
"363","Drama League of New York, Inc.",32 Avenue of the Americas,New York,NY,"10013",(212) 244-9494 x6,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.72008,-74.005184,"33","1002192",1001920001,SoHo-TriBeCa-Civic Center-Little Italy
"364","Drawing Center, Inc.",35 Wooster Street,New York,NY,"10013",(212) 219-2166 x115,Museum,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.722268,-74.002753,"47","1007088",1004757502,SoHo-TriBeCa-Civic Center-Little Italy
"365",Drilling Company Theatrical Productions,"107 West 82nd Street, Ste. 1A",New York,NY,"10024",(917) 330-4234,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.78414,-73.9746,"169","1081465",1012137504,Upper West Side
"366","Dynamic Forms, Inc.","107 Suffolk Street, Ste. 310",New York,NY,"10002",(212) 375-9214,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718943,-73.986122,"1402","1004301",1003530054,Lower East Side
"367","E. Monte Motion, Inc.","481 8th Avenue, Ste. 543",New York,NY,"10001",(212) 868-4488,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.752295,-73.993402,"111","1013561",1007580037,Hudson Yards-Chelsea-Flatiron-Union Square
"368","ENSEMBLE MISE-EN, Inc.",24 Waverly Place  Rm 268,New York,NY,"10003",(217) 721-8936,Music,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.730398,-73.994938,"59","1008822",1005470005,West Village
"369","Early Music Foundation, Inc.",10 West 68th Street,New York,NY,"10023",(212) 749-6600,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.773809,-73.978211,"153","1028244",1011200033,Lincoln Square
"370","Early Stages Program, Inc.","27 West 20th Street, Ste. 706",New York,NY,"10011",(917) 842-2572,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.740136,-73.992021,"54","1015491",1008220015,Hudson Yards-Chelsea-Flatiron-Union Square
"371","Earth Celebrations, Inc.",199 Bowery Apt. 8B,New York,NY,"10002",(212) 777-7969,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.72115,-73.993701,"18","1087253",1004257502,Chinatown
"372",East Harlem Arts & Education Local Development Corporation,1 East 104th Street,New York,NY,"10029",(212) 427-2244,"Multi-Discipline, Non-Perform",Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.792888,-73.951826,"168","1051499",1016100001,East Harlem South
"373","East River Ensemble, Inc.","58 Grand Street, 1st Floor",Brooklyn,NY,"11211",(718) 387-5179,Theater,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.715908,-73.965099,"551","3335767",3023900018,North Side-South Side
"374","Edge Theater Company, Inc.","880 Third Avenue, 16th floor",New York,NY,"10022",(212) 350-7244,Theater,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.75791,-73.969254,"100","1036473",1013080033,Turtle Bay-East Midtown
"375","Education Through Music, Inc.","122 East 42nd Street, Ste. 1501",New York,NY,"10168",(212) 972-4788,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,40.751601,-73.97645,"80","1036152",1012960014,Murray Hill-Kips Bay
"376","Educational Alliance, Inc.",197 East Broadway,New York,NY,"10002",(212) 780-2300 x324,Visual Arts,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.714211,-73.988302,"6","1003704",1002850029,Lower East Side
"377",Educational Broadcasting Corporation,450 West 33rd Street,New York,NY,"10001",(212) 560-1321,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753574,-73.998838,"103","1089695",0,Hudson Yards-Chelsea-Flatiron-Union Square
"378","Educational Theater of New York, Inc.",228 East 45th Street,New York,NY,"10017",(646) 733-7685,Theater,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.752355,-73.972266,"90","1037578",1013180033,Turtle Bay-East Midtown
"379","Educational Video Center, Inc.",16 Clarkson Street,New York,NY,10014-4301,(212) 465-9366,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.729412,-74.006148,"67","1009757",1005810054,West Village
"380","Either/Or, Inc.",200 E 32ND ST APT 16D,New York,NY,"10016",(646) 331-5895,Music,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.74432,-73.978787,"70","1077352",1009127502,Murray Hill-Kips Bay
"381","El Puente De Williamsburg, Inc.",211 South 4th Street,Brooklyn,NY,"11211",(718) 387-0404,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.710686,-73.959655,"523","3063295",3024330001,North Side-South Side
"382",Elaine Kaufman Cultural Center/Lucy Moses School for Music and Dance,129 West 67th Street,New York,NY,"10023",(212) 501-3313,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.774919,-73.982745,"153","1081024",1011390008,Lincoln Square
"383","Elder Craftsmen, Inc.","307 Seventh Avenue, Ste. 1401",New York,NY,"10001",(212) 319-8128 x10,Visual Arts,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.746869,-73.993616,"95","1015061",1008030004,Midtown-Midtown South
"384",Electronic Arts Intermix,"535 West 22nd Street, Fifth Floor",New York,NY,"10011",(212) 337-0680 x14,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.747495,-74.005756,"99","1012326",1006940014,Hudson Yards-Chelsea-Flatiron-Union Square
"385","Electronic Music Foundation, Inc.",307 Seventh Ave Room 1402,New York,NY,"10001",(518) 434-4110,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.746869,-73.993616,"95","1015061",1008030004,Midtown-Midtown South
"386",Elizabeth Foundation for the Arts,"323 West 39th Street, 11th Floor",New York,NY,"10018",(212) 563-5855,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.755707,-73.992045,"115","1013682",1007637502,Clinton
"387","Ellen Beckerman & Company, Inc.","64 Fulton Street, Ste. 403",New York,NY,"10038",(212) 346-0020,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.708769,-74.005136,"1502","1001176",1000760001,Battery Park City-Lower Manhattan
"388",Emerging Artists Theatre Company,"15 West 28th Street, Third Floor",New York,NY,"10001",(212) 247-2429,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.74515,-73.988383,"76","1015728",1008300030,Midtown-Midtown South
"389","Enact, Inc.","630 Ninth Avenue, Ste. 301",New York,NY,"10036",(212) 741-6591 x12,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.760038,-73.991449,"121","1024982",1010350001,Clinton
"390",Endangered Language Alliance,3 W 18th St,New York,NY,"10011",(646) 225-6613,Folk Arts,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.738736,-73.992321,"54","1015450",1008200036,Hudson Yards-Chelsea-Flatiron-Union Square
